CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY
소득세법 일부개정법률안,2019-10-31,기획재정부,행정
주택도시기금법 일부개정법률안,2019-10-31,국토교통부,교통/건축/국토
자동차관리법 일부개정법률안,2019-10-31,국토교통부,교통/건축/국토
중소기업 기술혁신 촉진법 일부개정법률안,2019-10-31,중소벤처기업부,일자리
항공안전법 일부개정법률안,2019-10-31,국토교통부,교통/건축/국토
의료법 일부개정법률안,2019-10-31,보건복지부,보건복지
도시가스사업법 일부개정법률안,2019-10-31,산업통상자원부,성장동력
액화석유가스의 안전관리 및 사업법 일부개정법률안,2019-10-31,산업통상자원부,성장동력
조세특례제한법 일부개정법률안,2019-10-31,기획재정부,행정
김산업 진흥에 관한 법률안,2019-10-31,해양수산부,농산어촌
형사소송 등에서의 전자문서 이용 등에 관한 법률안,2019-10-31,법무부,정치개혁
통계법 일부개정법률안,2019-10-31,통계청,행정
국회법 일부개정법률안,2019-10-31,법제처,정치개혁
산업기술의 유출방지 및 보호에 관한 법률 일부개정법률안,2019-10-31,산업통상자원부,성장동력
국회법 일부개정법률안,2019-10-31,법제처,정치개혁
농수산물 품질관리법 일부개정법률안,2019-10-31,식품의약품안전처,안전/환경
형사소송법 일부개정법률안,2019-10-31,법무부,정치개혁
각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,2019-10-31,법제처,정치개혁
성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,2019-10-31,여성가족부,인권/성평등
초·중등교육법 일부개정법률안,2019-10-31,교육부,육아/교육
민사조정법 일부개정법률안,2019-11-01,법무부,정치개혁
공직선거법 일부개정법률안,2019-11-01,법제처,정치개혁
소득세법 일부개정법률안,2019-11-01,기획재정부,행정
가맹사업거래의 공정화에 관한 법률 일부개정법률안,2019-11-01,공정거래위원회,성장동력
조세특례제한법 일부개정법률안,2019-11-01,기획재정부,행정
국가공무원법 일부개정법률안,2019-11-01,인사혁신처,행정
한국환경공단법 일부개정법률안,2019-11-01,환경부,안전/환경
댐건설 및 주변지역지원 등에 관한 법률 일부개정법률안,2019-11-01,환경부,안전/환경
법인세법 일부개정법률안,2019-11-01,기획재정부,행정
한국수자원공사법 일부개정법률안,2019-11-01,환경부,안전/환경
조세특례제한법 일부개정법률안,2019-11-01,기획재정부,행정
자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법 일부개정법률안,2019-11-01,농림축산식품부,농산어촌
공직선거법 일부개정법률안,2019-11-01,법제처,정치개혁
근로자퇴직급여 보장법 일부개정법률안,2019-11-01,고용노동부,일자리
상법 일부개정법률안,2019-11-01,법무부,정치개혁
특허법 일부개정법률안,2019-11-01,특허청,기타
정부조직법 일부개정법률안,2019-11-04,행정안전부,행정
부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안,2019-11-04,국민권익위원회,인권/성평등
외국인투자 촉진법 일부개정법률안,2019-11-04,산업통상자원부,성장동력
국회의원 보좌직원법안,2019-11-04,법제처,정치개혁
환경기술 및 환경산업 지원법 일부개정법률안,2019-11-04,환경부,안전/환경
조세특례제한법 일부개정법률안,2019-11-04,기획재정부,행정
지방세법 일부개정법률안,2019-11-04,행정안전부,행정
사방사업법 일부개정법률안,2019-11-04,산림청,안전/환경
국민건강보험법 일부개정법률안,2019-11-04,보건복지부,보건복지
조세특례제한법 일부개정법률안,2019-11-04,기획재정부,행정
국회의원수당 등에 관한 법률 일부개정법률안,2019-11-04,법제처,정치개혁
공직자의 이해충돌 방지 및 윤리에 관한 법률안,2019-11-04,국민권익위원회,인권/성평등
민간인 통제선 이북지역의 산지관리에 관한 특별법 일부개정법률안,2019-11-04,산림청,안전/환경
수산업협동조합법 일부개정법률안,2019-11-04,해양수산부,농산어촌
무인도서의 보전 및 관리에 관한 법률 일부개정법률안,2019-11-04,해양수산부,농산어촌
사료관리법 일부개정법률안,2019-11-04,농림축산식품부,농산어촌
산림기술 진흥 및 관리에 관한 법률 일부개정법률안,2019-11-04,산림청,안전/환경
마리나항만의 조성 및 관리 등에 관한 법률 일부개정법률안,2019-11-04,해양수산부,농산어촌
산림문화·휴양에 관한 법률 일부개정법률안,2019-11-04,산림청,안전/환경
도선법 일부개정법률안,2019-11-04,해양수산부,농산어촌
선박안전법 일부개정법률안,2019-11-04,해양수산부,농산어촌
여객자동차 운수사업법 일부개정법률안,2019-11-04,국토교통부,교통/건축/국토
목재의 지속가능한 이용에 관한 법률 일부개정법률안,2019-11-04,산림청,안전/환경
조세특례제한법 일부개정법률안,2019-11-04,기획재정부,행정
통신비밀보호법 일부개정법률안,2019-11-04,법무부,정치개혁
조세특례제한법 일부개정법률안,2019-11-04,기획재정부,행정
지방세특례제한법 일부개정법률안,2019-11-04,행정안전부,행정
선박의 입항 및 출항 등에 관한 법률 일부개정법률안,2019-11-04,해양수산부,농산어촌
부가가치세법 일부개정법률안,2019-11-05,기획재정부,행정
가축전염병 예방법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
간척지의 농어업적 이용 및 관리에 관한 법률 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
노동조합 및 노동관계조정법 일부개정법률안,2019-11-05,고용노동부,일자리
국유림의 경영 및 관리에 관한 법률 일부개정법률안,2019-11-05,산림청,안전/환경
농림식품과학기술 육성법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
농약관리법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
공중방역수의사에 관한 법률 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
수상에서의 수색·구조 등에 관한 법률 일부개정법률안,2019-11-05,해양경찰청,행정
어촌·어항법 일부개정법률안,2019-11-05,해양수산부,농산어촌
교원의 노동조합 설립 및 운영 등에 관한 법률 일부개정법률안,2019-11-05,고용노동부,일자리
해양수산생명자원의 확보·관리 및 이용 등에 관한 법률 일부개정법률안,2019-11-05,해양수산부,농산어촌
어선법 일부개정법률안,2019-11-05,해양수산부,농산어촌
어촌특화발전 지원 특별법 일부개정법률안,2019-11-05,해양수산부,농산어촌
여수세계박람회 기념 및 사후활용에 관한 특별법 일부개정법률안,2019-11-05,해양수산부,농산어촌
가축 및 축산물 이력관리에 관한 법률 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
어장관리법 일부개정법률안,2019-11-05,해양수산부,농산어촌
지방공무원법 일부개정법률안,2019-11-05,행정안전부,행정
국가공무원법 일부개정법률안,2019-11-05,인사혁신처,행정
노동조합 및 노동관계조정법 일부개정법률안,2019-11-05,고용노동부,일자리
농어촌정비법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
항로표지법 일부개정법률안,2019-11-05,해양수산부,농산어촌
식품산업진흥법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
농어촌마을 주거환경 개선 및 리모델링 촉진을 위한 특별법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
후계농어업인 육성 및 농어업분야 청년 취업·창업 지원에 관한 법률안,2019-11-05,농림축산식품부,농산어촌
탐라역사문화 보존 및 진흥에 관한 특별법안,2019-11-05,문화재청,문화/예술/체육/언론
해양과학조사법 일부개정법률안,2019-11-05,해양수산부,농산어촌
자연재해대책법 일부개정법률안,2019-11-05,행정안전부,행정
자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
해양사고의 조사 및 심판에 관한 법률 일부개정법률안,2019-11-05,해양수산부,농산어촌
해양산업클러스터의 지정 및 육성 등에 관한 특별법 일부개정법률안,2019-11-05,해양수산부,농산어촌
상법 일부개정법률안,2019-11-05,법무부,정치개혁
식물신품종 보호법 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
해남완도진도 사건 희생자 명예회복 및 보상 등에 관한 법률안,2019-11-05,행정안전부,행정
친환경농어업 육성 및 유기식품 등의 관리·지원에 관한 법률 일부개정법률안,2019-11-05,농림축산식품부,농산어촌
항만법 일부개정법률안,2019-11-05,해양수산부,농산어촌
해사안전법 일부개정법률안,2019-11-05,해양수산부,농산어촌
방송법 일부개정법률안,2019-11-06,방송통신위원회,문화/예술/체육/언론
온천법 일부개정법률안,2019-11-06,행정안전부,행정
유아교육법 일부개정법률안,2019-11-06,교육부,육아/교육
국가공무원법 일부개정법률안,2019-11-06,인사혁신처,행정
산림자원의 조성 및 관리에 관한 법률 일부개정법률안,2019-11-06,산림청,안전/환경
농어업재해보험법 일부개정법률안,2019-11-06,해양수산부,농산어촌
관광진흥법 일부개정법률안,2019-11-06,문화체육관광부,문화/예술/체육/언론
재외동포재단법 일부개정법률안,2019-11-06,외교부,외교/통일/국방
농어업인 부채경감에 관한 특별조치법 일부개정법률안,2019-11-06,농림축산식품부,농산어촌
산림조합법 일부개정법률안,2019-11-06,산림청,안전/환경
산림복지 진흥에 관한 법률 일부개정법률안,2019-11-06,산림청,안전/환경
농수산물의 원산지 표시에 관한 법률 일부개정법률안,2019-11-06,농림축산식품부,농산어촌
농어업인의 안전보험 및 안전재해예방에 관한 법률 일부개정법률안,2019-11-06,농림축산식품부,농산어촌
국회에서의 증언·감정 등에 관한 법률 일부개정법률안,2019-11-06,법제처,정치개혁
농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 일부개정법률안,2019-11-06,농림축산식품부,농산어촌
농수산물 품질관리법 일부개정법률안,2019-11-06,농림축산식품부,농산어촌
산림보호법 일부개정법률안,2019-11-06,산림청,안전/환경
공직자윤리법 폐지법률안,2019-11-06,인사혁신처,행정
산림조합의 구조개선에 관한 법률 일부개정법률안,2019-11-06,산림청,안전/환경
국유재산법 일부개정법률안,2019-11-06,기획재정부,행정
조세특례제한법 일부개정법률안,2019-11-06,기획재정부,행정
조세특례제한법 일부개정법률안,2019-11-06,기획재정부,행정
조세특례제한법 일부개정법률안,2019-11-06,기획재정부,행정
